ine_id,distrito,municipio,freguesia
031250,Braga,Vila Nova de Famalicão,União das freguesias de Antas e Abade de Vermoim
031251,Braga,Vila Nova de Famalicão,União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures
031252,Braga,Vila Nova de Famalicão,União das freguesias de Avidos e Lagoa
031253,Braga,Vila Nova de Famalicão,União das freguesias de Carreira e Bente
031254,Braga,Vila Nova de Famalicão,União das freguesias de Esmeriz e Cabeçudos
031255,Braga,Vila Nova de Famalicão,"União das freguesias de Gondifelos, Cavalões e Outiz"
031256,Braga,Vila Nova de Famalicão,"União das freguesias de Lemenhe, Mouquim e Jesufrei"
031257,Braga,Vila Nova de Famalicão,União das freguesias de Ruivães e Novais
031258,Braga,Vila Nova de Famalicão,União das freguesias de Seide
031259,Braga,Vila Nova de Famalicão,"União das freguesias de Vale (São Cosme), Telhado e Portela"
031260,Braga,Vila Nova de Famalicão,União das freguesias de Vila Nova de Famalicão e Calendário
031304,Braga,Vila Verde,Atiães
031308,Braga,Vila Verde,Cabanelas
031309,Braga,Vila Verde,Cervães
031311,Braga,Vila Verde,Coucieiro
031313,Braga,Vila Verde,Dossãos
031316,Braga,Vila Verde,Freiriz
031317,Braga,Vila Verde,Gême
031323,Braga,Vila Verde,Lage
031324,Braga,Vila Verde,Lanhas
031325,Braga,Vila Verde,Loureira
031328,Braga,Vila Verde,Moure
031330,Braga,Vila Verde,Oleiros
031331,Braga,Vila Verde,Parada de Gatim
031335,Braga,Vila Verde,Pico
031337,Braga,Vila Verde,Ponte
031340,Braga,Vila Verde,Sabariz
031342,Braga,Vila Verde,Vila de Prado
031350,Braga,Vila Verde,Prado (São Miguel)
031352,Braga,Vila Verde,Soutelo
031354,Braga,Vila Verde,Turiz
031355,Braga,Vila Verde,Valdreu
031359,Braga,Vila Verde,Aboim da Nóbrega e Gondomar
031360,Braga,Vila Verde,União das freguesias da Ribeira do Neiva
031361,Braga,Vila Verde,União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago)
031362,Braga,Vila Verde,União das freguesias de Escariz (São Mamede) e Escariz (São Martinho)
031363,Braga,Vila Verde,"União das freguesias de Esqueiros, Nevogilde e Travassós"
031364,Braga,Vila Verde,União das freguesias de Marrancos e Arcozelo
031365,Braga,Vila Verde,União das freguesias de Oriz (Santa Marinha) e Oriz (São Miguel)
031366,Braga,Vila Verde,"União das freguesias de Pico de Regalados, Gondiães e Mós"
031367,Braga,Vila Verde,"União das freguesias de Sande, Vilarinho, Barros e Gomide"
031368,Braga,Vila Verde,"União das freguesias de Valbom (São Pedro), Passô e Valbom (São Martinho)"
031369,Braga,Vila Verde,União das freguesias do Vade
031370,Braga,Vila Verde,Vila Verde e Barbudo
031401,Braga,Vizela,Santa Eulália
031404,Braga,Vizela,Infias
031406,Braga,Vizela,Vizela (Santo Adrião)
031408,Braga,Vizela,União das freguesias de Caldas de Vizela (São Miguel e São João)
031409,Braga,Vizela,União das freguesias de Tagilde e Vizela (São Paio)
040102,Bragança,Alfândega da Fé,Alfândega da Fé
040103,Bragança,Alfândega da Fé,Cerejais
040111,Bragança,Alfândega da Fé,Sambade
040118,Bragança,Alfândega da Fé,Vilar Chão
040119,Bragança,Alfândega da Fé,Vilarelhos
040120,Bragança,Alfândega da Fé,Vilares de Vilariça
040121,Bragança,Alfândega da Fé,"União das freguesias de Agrobom, Saldonha e Vale Pereiro"
040122,Bragança,Alfândega da Fé,"União das freguesias de Eucisia, Gouveia e Valverde"
040123,Bragança,Alfândega da Fé,União das freguesias de Ferradosa e Sendim da Serra
040124,Bragança,Alfândega da Fé,União das freguesias de Gebelim e Soeima
040125,Bragança,Alfândega da Fé,União das freguesias de Parada e Sendim da Ribeira
040126,Bragança,Alfândega da Fé,União das freguesias de Pombal e Vales
040201,Bragança,Bragança,Alfaião
040203,Bragança,Bragança,Babe
040204,Bragança,Bragança,Baçal
040206,Bragança,Bragança,Carragosa
040209,Bragança,Bragança,Castro de Avelãs
040210,Bragança,Bragança,Coelhoso
040212,Bragança,Bragança,Donai
040213,Bragança,Bragança,Espinhosela
040215,Bragança,Bragança,França
040216,Bragança,Bragança,Gimonde
040217,Bragança,Bragança,Gondesende
040218,Bragança,Bragança,Gostei
040219,Bragança,Bragança,Grijó de Parada
040221,Bragança,Bragança,Macedo do Mato
040224,Bragança,Bragança,Mós
040225,Bragança,Bragança,Nogueira
040226,Bragança,Bragança,Outeiro
040229,Bragança,Bragança,Parâmio
040230,Bragança,Bragança,Pinela
040232,Bragança,Bragança,Quintanilha
040233,Bragança,Bragança,Quintela de Lampaças
040234,Bragança,Bragança,Rabal
040236,Bragança,Bragança,Rebordãos
040239,Bragança,Bragança,Salsas
040240,Bragança,Bragança,Samil
040241,Bragança,Bragança,Santa Comba de Rossas
040244,Bragança,Bragança,São Pedro de Sarracenos
040246,Bragança,Bragança,Sendas
040247,Bragança,Bragança,Serapicos
040248,Bragança,Bragança,Sortes
040249,Bragança,Bragança,Zoio
040250,Bragança,Bragança,União das freguesias de Aveleda e Rio de Onor
040251,Bragança,Bragança,União das freguesias de Castrelos e Carrazedo
040252,Bragança,Bragança,"União das freguesias de Izeda, Calvelhe e Paradinha Nova"
040253,Bragança,Bragança,União das freguesias de Parada e Faílde
040254,Bragança,Bragança,União das freguesias de Rebordainhos e Pombares
040255,Bragança,Bragança,União das freguesias de Rio Frio e Milhão
040256,Bragança,Bragança,União das freguesias de São Julião de Palácios e Deilão
040257,Bragança,Bragança,"União das freguesias de Sé, Santa Maria e Meixedo"
040304,Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães
040306,Bragança,Carrazeda de Ansiães,Fonte Longa
040308,Bragança,Carrazeda de Ansiães,Linhares
040309,Bragança,Carrazeda de Ansiães,Marzagão
040311,Bragança,Carrazeda de Ansiães,Parambos
040312,Bragança,Carrazeda de Ansiães,Pereiros
040313,Bragança,Carrazeda de Ansiães,Pinhal do Norte
040314,Bragança,Carrazeda de Ansiães,Pombal
040316,Bragança,Carrazeda de Ansiães,Seixo de Ansiães
040318,Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira
040320,Bragança,Carrazeda de Ansiães,União das freguesias de Amedo e Zedes
040321,Bragança,Carrazeda de Ansiães,União das freguesias de Belver e Mogo de Malta
040322,Bragança,Carrazeda de Ansiães,União das freguesias de Castanheiro do Norte e Ribalonga
040323,Bragança,Carrazeda de Ansiães,"União das freguesias de Lavandeira, Beira Grande e Selores"
040404,Bragança,Freixo de Espada à Cinta,Ligares
040406,Bragança,Freixo de Espada à Cinta,Poiares
040407,Bragança,Freixo de Espada à Cinta,União das freguesias de Freixo de Espada à Cinta e Mazouco
040408,Bragança,Freixo de Espada à Cinta,União das freguesias de Lagoaça e Fornos
040502,Bragança,Macedo de Cavaleiros,Amendoeira
040503,Bragança,Macedo de Cavaleiros,Arcas
040507,Bragança,Macedo de Cavaleiros,Carrapatas
040509,Bragança,Macedo de Cavaleiros,Chacim
040510,Bragança,Macedo de Cavaleiros,Cortiços
040511,Bragança,Macedo de Cavaleiros,Corujas
040514,Bragança,Macedo de Cavaleiros,Ferreira
040515,Bragança,Macedo de Cavaleiros,Grijó
040516,Bragança,Macedo de Cavaleiros,Lagoa
040517,Bragança,Macedo de Cavaleiros,Lamalonga
040518,Bragança,Macedo de Cavaleiros,Lamas
040519,Bragança,Macedo de Cavaleiros,Lombo
040520,Bragança,Macedo de Cavaleiros,Macedo de Cavaleiros
040521,Bragança,Macedo de Cavaleiros,Morais
040523,Bragança,Macedo de Cavaleiros,Olmos
040524,Bragança,Macedo de Cavaleiros,Peredo
040526,Bragança,Macedo de Cavaleiros,Salselas
040528,Bragança,Macedo de Cavaleiros,Sezulfe
040530,Bragança,Macedo de Cavaleiros,Talhas
040532,Bragança,Macedo de Cavaleiros,Vale Benfeito
040533,Bragança,Macedo de Cavaleiros,Vale da Porca
040534,Bragança,Macedo de Cavaleiros,Vale de Prados
040536,Bragança,Macedo de Cavaleiros,Vilarinho de Agrochão
040538,Bragança,Macedo de Cavaleiros,Vinhas
040539,Bragança,Macedo de Cavaleiros,União das freguesias de Ala e Vilarinho do Monte
040540,Bragança,Macedo de Cavaleiros,União das freguesias de Bornes e Burga
040541,Bragança,Macedo de Cavaleiros,União das freguesias de Castelãos e Vilar do Monte
040542,Bragança,Macedo de Cavaleiros,"União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco"
040543,Bragança,Macedo de Cavaleiros,União das freguesias de Podence e Santa Combinha
040544,Bragança,Macedo de Cavaleiros,União das freguesias de Talhinhas e Bagueixe
040604,Bragança,Miranda do Douro,Duas Igrejas
040605,Bragança,Miranda do Douro,Genísio
040607,Bragança,Miranda do Douro,Malhadas
040608,Bragança,Miranda do Douro,Miranda do Douro
040609,Bragança,Miranda do Douro,Palaçoulo
040611,Bragança,Miranda do Douro,Picote
040612,Bragança,Miranda do Douro,Póvoa
040613,Bragança,Miranda do Douro,São Martinho de Angueira
040616,Bragança,Miranda do Douro,Vila Chã de Braciosa
040618,Bragança,Miranda do Douro,União das freguesias de Constantim e Cicouro
040619,Bragança,Miranda do Douro,União das freguesias de Ifanes e Paradela
040620,Bragança,Miranda do Douro,União das freguesias de Sendim e Atenor
040621,Bragança,Miranda do Douro,União das freguesias de Silva e Águas Vivas
040701,Bragança,Mirandela,Abambres
040702,Bragança,Mirandela,Abreiro
040703,Bragança,Mirandela,Aguieiras
040704,Bragança,Mirandela,Alvites
040708,Bragança,Mirandela,Bouça
040709,Bragança,Mirandela,Cabanelas
040710,Bragança,Mirandela,Caravelas
040711,Bragança,Mirandela,Carvalhais
040712,Bragança,Mirandela,Cedães
040713,Bragança,Mirandela,Cobro
040714,Bragança,Mirandela,Fradizela
040716,Bragança,Mirandela,Frechas
040718,Bragança,Mirandela,Lamas de Orelhão
040720,Bragança,Mirandela,Mascarenhas
040721,Bragança,Mirandela,Mirandela
040722,Bragança,Mirandela,Múrias
040724,Bragança,Mirandela,Passos
040727,Bragança,Mirandela,São Pedro Velho
040728,Bragança,Mirandela,São Salvador
040729,Bragança,Mirandela,Suçães
040730,Bragança,Mirandela,Torre de Dona Chama
040731,Bragança,Mirandela,Vale de Asnes
040732,Bragança,Mirandela,Vale de Gouvinhas
040733,Bragança,Mirandela,Vale de Salgueiro
040734,Bragança,Mirandela,Vale de Telhas
040738,Bragança,Mirandela,União das freguesias de Avantos e Romeu
040739,Bragança,Mirandela,"União das freguesias de Avidagos, Navalho e Pereira"
040740,Bragança,Mirandela,"União das freguesias de Barcel, Marmelos e Valverde da Gestosa"
040741,Bragança,Mirandela,União das freguesias de Franco e Vila Boa
040742,Bragança,Mirandela,União das freguesias de Freixeda e Vila Verde
040801,Bragança,Mogadouro,Azinhoso
040802,Bragança,Mogadouro,Bemposta
040803,Bragança,Mogadouro,Bruçó
040804,Bragança,Mogadouro,Brunhoso
040807,Bragança,Mogadouro,Castelo Branco
040808,Bragança,Mogadouro,Castro Vicente
040809,Bragança,Mogadouro,Meirinhos
040811,Bragança,Mogadouro,Paradela
040812,Bragança,Mogadouro,Penas Roias
040813,Bragança,Mogadouro,Peredo da Bemposta
040815,Bragança,Mogadouro,Saldanha
040817,Bragança,Mogadouro,São Martinho do Peso
040819,Bragança,Mogadouro,Tó
040820,Bragança,Mogadouro,Travanca
040821,Bragança,Mogadouro,Urrós
040822,Bragança,Mogadouro,Vale da Madre
040826,Bragança,Mogadouro,Vila de Ala
040829,Bragança,Mogadouro,"União das freguesias de Brunhozinho, Castanheira e Sanhoane"
040830,Bragança,Mogadouro,"União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei"
040831,Bragança,Mogadouro,União das freguesias de Remondes e Soutelo
040832,Bragança,Mogadouro,União das freguesias de Vilarinho dos Galegos e Ventozelo
040901,Bragança,Torre de Moncorvo,Açoreira
040903,Bragança,Torre de Moncorvo,Cabeça Boa
040905,Bragança,Torre de Moncorvo,Carviçais
040906,Bragança,Torre de Moncorvo,Castedo
040909,Bragança,Torre de Moncorvo,Horta da Vilariça
040910,Bragança,Torre de Moncorvo,Larinho
040911,Bragança,Torre de Moncorvo,Lousa
040913,Bragança,Torre de Moncorvo,Mós
040916,Bragança,Torre de Moncorvo,Torre de Moncorvo
040918,Bragança,Torre de Moncorvo,União das freguesias de Adeganha e Cardanha
040919,Bragança,Torre de Moncorvo,União das freguesias de Felgar e Souto da Velha
040920,Bragança,Torre de Moncorvo,União das freguesias de Felgueiras e Maçores
040921,Bragança,Torre de Moncorvo,União das freguesias de Urros e Peredo dos Castelhanos
041002,Bragança,Vila Flor,Benlhevai
041005,Bragança,Vila Flor,Freixiel
041009,Bragança,Vila Flor,Roios
041010,Bragança,Vila Flor,Samões
041011,Bragança,Vila Flor,Sampaio
041012,Bragança,Vila Flor,Santa Comba de Vilariça
041013,Bragança,Vila Flor,Seixo de Manhoses
041014,Bragança,Vila Flor,Trindade
041015,Bragança,Vila Flor,Vale Frechoso
041020,Bragança,Vila Flor,União das freguesias de Assares e Lodões
041021,Bragança,Vila Flor,União das freguesias de Candoso e Carvalho de Egas
041022,Bragança,Vila Flor,União das freguesias de Valtorno e Mourão
041023,Bragança,Vila Flor,União das freguesias de Vila Flor e Nabo
041024,Bragança,Vila Flor,União das freguesias de Vilas Boas e Vilarinho das Azenhas
041103,Bragança,Vimioso,Argozelo
041107,Bragança,Vimioso,Carção
041108,Bragança,Vimioso,Matela
041109,Bragança,Vimioso,Pinelo
041110,Bragança,Vimioso,Santulhão
041113,Bragança,Vimioso,Vilar Seco
041114,Bragança,Vimioso,Vimioso
041115,Bragança,Vimioso,"União das freguesias de Algoso, Campo de Víboras e Uva"
041116,Bragança,Vimioso,União das freguesias de Caçarelhos e Angueira
041117,Bragança,Vimioso,União das freguesias de Vale de Frades e Avelanoso
041201,Bragança,Vinhais,Agrochão
041203,Bragança,Vinhais,Candedo
041204,Bragança,Vinhais,Celas
041206,Bragança,Vinhais,Edral
041207,Bragança,Vinhais,Edrosa
041208,Bragança,Vinhais,Ervedosa
041215,Bragança,Vinhais,Paçó
041216,Bragança,Vinhais,Penhas Juntas
041219,Bragança,Vinhais,Rebordelo
041221,Bragança,Vinhais,Santalha
041226,Bragança,Vinhais,Tuizelo
041227,Bragança,Vinhais,Vale das Fontes
041229,Bragança,Vinhais,Vila Boa de Ousilhão
041230,Bragança,Vinhais,Vila Verde
041232,Bragança,Vinhais,Vilar de Ossos
041233,Bragança,Vinhais,Vilar de Peregrinos
041234,Bragança,Vinhais,Vilar Seco de Lomba
041235,Bragança,Vinhais,Vinhais
041236,Bragança,Vinhais,União das freguesias de Curopos e Vale de Janeiro
041237,Bragança,Vinhais,União das freguesias de Moimenta e Montouto
041238,Bragança,Vinhais,União das freguesias de Nunes e Ousilhão
041239,Bragança,Vinhais,União das freguesias de Quirás e Pinheiro Novo
041240,Bragança,Vinhais,União das freguesias de Sobreiro de Baixo e Alvaredos
041241,Bragança,Vinhais,"União das freguesias de Soeira, Fresulfe e Mofreita"
041242,Bragança,Vinhais,União das freguesias de Travanca e Santa Cruz
041243,Bragança,Vinhais,União das freguesias de Vilar de Lomba e São Jomil
050102,Castelo Branco,Belmonte,Caria
050104,Castelo Branco,Belmonte,Inguias
050105,Castelo Branco,Belmonte,Maçainhas
050106,Castelo Branco,Belmonte,União das freguesias de Belmonte e Colmeal da Torre
050201,Castelo Branco,Castelo Branco,Alcains
050202,Castelo Branco,Castelo Branco,Almaceda
050203,Castelo Branco,Castelo Branco,Benquerenças
050205,Castelo Branco,Castelo Branco,Castelo Branco
050211,Castelo Branco,Castelo Branco,Lardosa
050212,Castelo Branco,Castelo Branco,Louriçal do Campo
050214,Castelo Branco,Castelo Branco,Malpica do Tejo
050216,Castelo Branco,Castelo Branco,Monforte da Beira
050220,Castelo Branco,Castelo Branco,Salgueiro do Campo
050221,Castelo Branco,Castelo Branco,Santo André das Tojeiras
050222,Castelo Branco,Castelo Branco,São Vicente da Beira
050223,Castelo Branco,Castelo Branco,Sarzedas
050225,Castelo Branco,Castelo Branco,Tinalhas
050226,Castelo Branco,Castelo Branco,União das freguesias de Cebolais de Cima e Retaxo
050227,Castelo Branco,Castelo Branco,União das freguesias de Escalos de Baixo e Mata
050228,Castelo Branco,Castelo Branco,União das freguesias de Escalos de Cima e Lousa
050229,Castelo Branco,Castelo Branco,União das freguesias de Freixial e Juncal do Campo
050230,Castelo Branco,Castelo Branco,União das freguesias de Ninho do Açor e Sobral do Campo
050231,Castelo Branco,Castelo Branco,União das freguesias de Póvoa de Rio de Moinhos e Cafede
050302,Castelo Branco,Covilhã,Aldeia de São Francisco de Assis
050305,Castelo Branco,Covilhã,Boidobra
050308,Castelo Branco,Covilhã,Cortes do Meio
050309,Castelo Branco,Covilhã,Dominguizo
050310,Castelo Branco,Covilhã,Erada
050311,Castelo Branco,Covilhã,Ferro
050312,Castelo Branco,Covilhã,Orjais
050314,Castelo Branco,Covilhã,Paul
050315,Castelo Branco,Covilhã,Peraboa
050318,Castelo Branco,Covilhã,São Jorge da Beira
050322,Castelo Branco,Covilhã,Sobral de São Miguel
050324,Castelo Branco,Covilhã,Tortosendo
050325,Castelo Branco,Covilhã,Unhais da Serra
050327,Castelo Branco,Covilhã,Verdelhos
050332,Castelo Branco,Covilhã,União das freguesias de Barco e Coutada
050333,Castelo Branco,Covilhã,União das freguesias de Cantar-Galo e Vila do Carvalho
050334,Castelo Branco,Covilhã,União das freguesias de Casegas e Ourondo
050335,Castelo Branco,Covilhã,União das freguesias de Covilhã e Canhoso
050336,Castelo Branco,Covilhã,União das freguesias de Peso e Vales do Rio
050337,Castelo Branco,Covilhã,União das freguesias de Teixoso e Sarzedo
050338,Castelo Branco,Covilhã,União das freguesias de Vale Formoso e Aldeia do Souto
050401,Castelo Branco,Fundão,Alcaide
050402,Castelo Branco,Fundão,Alcaria
050403,Castelo Branco,Fundão,Alcongosta
050406,Castelo Branco,Fundão,Alpedrinha
050408,Castelo Branco,Fundão,Barroca
050410,Castelo Branco,Fundão,Bogas de Cima
050411,Castelo Branco,Fundão,Capinha
050412,Castelo Branco,Fundão,Castelejo
050413,Castelo Branco,Fundão,Castelo Novo
050416,Castelo Branco,Fundão,Fatela
050419,Castelo Branco,Fundão,Lavacolhos
050420,Castelo Branco,Fundão,Orca
050421,Castelo Branco,Fundão,Pêro Viseu
050424,Castelo Branco,Fundão,Silvares
050425,Castelo Branco,Fundão,Soalheira
050426,Castelo Branco,Fundão,Souto da Casa
050427,Castelo Branco,Fundão,Telhado
050431,Castelo Branco,Fundão,Enxames
050432,Castelo Branco,Fundão,Três Povos
050433,Castelo Branco,Fundão,União das freguesias de Janeiro de Cima e Bogas de Baixo
050434,Castelo Branco,Fundão,"União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo"
050435,Castelo Branco,Fundão,União das freguesias de Póvoa de Atalaia e Atalaia do Campo
050436,Castelo Branco,Fundão,União das freguesias de Vale de Prazeres e Mata da Rainha
050502,Castelo Branco,Idanha-a-Nova,Aldeia de Santa Margarida
050505,Castelo Branco,Idanha-a-Nova,Ladoeiro
050506,Castelo Branco,Idanha-a-Nova,Medelim
050509,Castelo Branco,Idanha-a-Nova,Oledo
050510,Castelo Branco,Idanha-a-Nova,Penha Garcia
050511,Castelo Branco,Idanha-a-Nova,Proença-a-Velha
050512,Castelo Branco,Idanha-a-Nova,Rosmaninhal
050514,Castelo Branco,Idanha-a-Nova,São Miguel de Acha
050516,Castelo Branco,Idanha-a-Nova,Toulões
050518,Castelo Branco,Idanha-a-Nova,União das freguesias de Idanha-a-Nova e Alcafozes
050519,Castelo Branco,Idanha-a-Nova,União das freguesias de Monfortinho e Salvaterra do Extremo
050520,Castelo Branco,Idanha-a-Nova,União das freguesias de Monsanto e Idanha-a-Velha
050521,Castelo Branco,Idanha-a-Nova,União das freguesias de Zebreira e Segura
050601,Castelo Branco,Oleiros,Álvaro
050603,Castelo Branco,Oleiros,Cambas
050605,Castelo Branco,Oleiros,Isna
050606,Castelo Branco,Oleiros,Madeirã
050607,Castelo Branco,Oleiros,Mosteiro
050609,Castelo Branco,Oleiros,Orvalho
050610,Castelo Branco,Oleiros,Sarnadas de São Simão
050611,Castelo Branco,Oleiros,Sobral
050613,Castelo Branco,Oleiros,Estreito-Vilar Barroco
050614,Castelo Branco,Oleiros,Oleiros-Amieira
050704,Castelo Branco,Penamacor,Aranhas
050706,Castelo Branco,Penamacor,Benquerença
050707,Castelo Branco,Penamacor,Meimão
050708,Castelo Branco,Penamacor,Meimoa
050710,Castelo Branco,Penamacor,Penamacor
050711,Castelo Branco,Penamacor,Salvador
050712,Castelo Branco,Penamacor,Vale da Senhora da Póvoa
050713,Castelo Branco,Penamacor,"União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires"
050714,Castelo Branco,Penamacor,União das freguesias de Pedrógão de São Pedro e Bemposta
050802,Castelo Branco,Proença-a-Nova,Montes da Senhora
050805,Castelo Branco,Proença-a-Nova,São Pedro do Esteval
050807,Castelo Branco,Proença-a-Nova,União das freguesias de Proença-a-Nova e Peral
050808,Castelo Branco,Proença-a-Nova,União das freguesias de Sobreira Formosa e Alvito da Beira
050901,Castelo Branco,Sertã,Cabeçudo
050902,Castelo Branco,Sertã,Carvalhal
050903,Castelo Branco,Sertã,Castelo
050911,Castelo Branco,Sertã,Pedrógão Pequeno
050912,Castelo Branco,Sertã,Sertã
050913,Castelo Branco,Sertã,Troviscal
050914,Castelo Branco,Sertã,Várzea dos Cavaleiros
050915,Castelo Branco,Sertã,"União das freguesias de Cernache do Bonjardim, Nesperal e Palhais"
050916,Castelo Branco,Sertã,União das freguesias de Cumeada e Marmeleiro
050917,Castelo Branco,Sertã,União das freguesias de Ermida e Figueiredo
051001,Castelo Branco,Vila de Rei,Fundada
051002,Castelo Branco,Vila de Rei,São João do Peso
051003,Castelo Branco,Vila de Rei,Vila de Rei
051101,Castelo Branco,Vila Velha de Ródão,Fratel
051102,Castelo Branco,Vila Velha de Ródão,Perais
051103,Castelo Branco,Vila Velha de Ródão,Sarnadas de Ródão
051104,Castelo Branco,Vila Velha de Ródão,Vila Velha de Ródão
060102,Coimbra,Arganil,Arganil
060104,Coimbra,Arganil,Benfeita
060105,Coimbra,Arganil,Celavisa
060109,Coimbra,Arganil,Folques
060111,Coimbra,Arganil,Piódão
060112,Coimbra,Arganil,Pomares
060113,Coimbra,Arganil,Pombeiro da Beira
060114,Coimbra,Arganil,São Martinho da Cortiça
060115,Coimbra,Arganil,Sarzedo
060116,Coimbra,Arganil,Secarias
060119,Coimbra,Arganil,União das freguesias de Cepos e Teixeira
060120,Coimbra,Arganil,União das freguesias de Cerdeira e Moura da Serra
060121,Coimbra,Arganil,União das freguesias de Côja e Barril de Alva
060122,Coimbra,Arganil,União das freguesias de Vila Cova de Alva e Anseriz
060201,Coimbra,Cantanhede,Ançã
060203,Coimbra,Cantanhede,Cadima
060205,Coimbra,Cantanhede,Cordinhã
060207,Coimbra,Cantanhede,Febres
060208,Coimbra,Cantanhede,Murtede
060209,Coimbra,Cantanhede,Ourentã
060214,Coimbra,Cantanhede,Tocha
060215,Coimbra,Cantanhede,São Caetano
060218,Coimbra,Cantanhede,Sanguinheira
060220,Coimbra,Cantanhede,União das freguesias de Cantanhede e Pocariça
060221,Coimbra,Cantanhede,União das freguesias de Covões e Camarneira
060222,Coimbra,Cantanhede,União das freguesias de Portunhos e Outil
060223,Coimbra,Cantanhede,União das freguesias de Sepins e Bolho
060224,Coimbra,Cantanhede,União das freguesias de Vilamar e Corticeiro de Cima
060301,Coimbra,Coimbra,Almalaguês
060309,Coimbra,Coimbra,Brasfemes
060311,Coimbra,Coimbra,Ceira
060312,Coimbra,Coimbra,Cernache
060318,Coimbra,Coimbra,Santo António dos Olivais
060320,Coimbra,Coimbra,São João do Campo
060324,Coimbra,Coimbra,São Silvestre
060329,Coimbra,Coimbra,Torres do Mondego
060332,Coimbra,Coimbra,União das freguesias de Antuzede e Vil de Matos
060333,Coimbra,Coimbra,União das freguesias de Assafarge e Antanhol
060334,Coimbra,Coimbra,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)"
060335,Coimbra,Coimbra,União das freguesias de Eiras e São Paulo de Frades
060336,Coimbra,Coimbra,União das freguesias de Santa Clara e Castelo Viegas
060337,Coimbra,Coimbra,União das freguesias de São Martinho de Árvore e Lamarosa
060338,Coimbra,Coimbra,União das freguesias de São Martinho do Bispo e Ribeira de Frades
060339,Coimbra,Coimbra,União das freguesias de Souselas e Botão
060340,Coimbra,Coimbra,"União das freguesias de Taveiro, Ameal e Arzila"
060341,Coimbra,Coimbra,União das freguesias de Trouxemil e Torre de Vilela
060401,Coimbra,Condeixa-a-Nova,Anobra
060406,Coimbra,Condeixa-a-Nova,Ega
060407,Coimbra,Condeixa-a-Nova,Furadouro
060410,Coimbra,Condeixa-a-Nova,Zambujal
060411,Coimbra,Condeixa-a-Nova,União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova
060412,Coimbra,Condeixa-a-Nova,União das freguesias de Sebal e Belide
060413,Coimbra,Condeixa-a-Nova,União das freguesias de Vila Seca e Bem da Fé
060502,Coimbra,Figueira da Foz,Alqueidão
060507,Coimbra,Figueira da Foz,Maiorca
060508,Coimbra,Figueira da Foz,Marinha das Ondas
060512,Coimbra,Figueira da Foz,Tavarede
060513,Coimbra,Figueira da Foz,Vila Verde
060514,Coimbra,Figueira da Foz,São Pedro
060515,Coimbra,Figueira da Foz,Bom Sucesso
060518,Coimbra,Figueira da Foz,Moinhos da Gândara
060519,Coimbra,Figueira da Foz,Alhadas
060520,Coimbra,Figueira da Foz,Buarcos e São Julião
060521,Coimbra,Figueira da Foz,Ferreira-a-Nova
060522,Coimbra,Figueira da Foz,Lavos
060523,Coimbra,Figueira da Foz,Paião
060524,Coimbra,Figueira da Foz,Quiaios
060601,Coimbra,Góis,Alvares
060604,Coimbra,Góis,Góis
060605,Coimbra,Góis,Vila Nova do Ceira
060606,Coimbra,Góis,União das freguesias de Cadafaz e Colmeal
060704,Coimbra,Lousã,Serpins
060706,Coimbra,Lousã,Gândaras
060707,Coimbra,Lousã,União das freguesias de Foz de Arouce e Casal de Ermio
060708,Coimbra,Lousã,União das freguesias de Lousã e Vilarinho
060801,Coimbra,Mira,Mira
060802,Coimbra,Mira,Seixo
060803,Coimbra,Mira,Carapelhos
060804,Coimbra,Mira,Praia de Mira
060901,Coimbra,Miranda do Corvo,Lamas
060902,Coimbra,Miranda do Corvo,Miranda do Corvo
060905,Coimbra,Miranda do Corvo,Vila Nova
060906,Coimbra,Miranda do Corvo,União das freguesias de Semide e Rio Vide
061002,Coimbra,Montemor-o-Velho,Arazede
061003,Coimbra,Montemor-o-Velho,Carapinheira
061005,Coimbra,Montemor-o-Velho,Liceia
061006,Coimbra,Montemor-o-Velho,Meãs do Campo
061008,Coimbra,Montemor-o-Velho,Pereira
061009,Coimbra,Montemor-o-Velho,Santo Varão
061010,Coimbra,Montemor-o-Velho,Seixo de Gatões
061011,Coimbra,Montemor-o-Velho,Tentúgal
061014,Coimbra,Montemor-o-Velho,Ereira
061015,Coimbra,Montemor-o-Velho,"União das freguesias de Abrunheira, Verride e Vila Nova da Barca"
061016,Coimbra,Montemor-o-Velho,União das freguesias de Montemor-o-Velho e Gatões
061101,Coimbra,Oliveira do Hospital,Aldeia das Dez
061102,Coimbra,Oliveira do Hospital,Alvoco das Várzeas
061103,Coimbra,Oliveira do Hospital,Avô
061104,Coimbra,Oliveira do Hospital,Bobadela
061106,Coimbra,Oliveira do Hospital,Lagares
061109,Coimbra,Oliveira do Hospital,Lourosa
061110,Coimbra,Oliveira do Hospital,Meruge
