ine_id,distrito,municipio,freguesia,populacao,Inscritos,Votantes,Brancos,inscritos_freguesia,votantes_freguesia,brancos_freguesia
040406,Bragança,Freixo de Espada à Cinta,Poiares,1380,141557.0,63531.0,1305.0,320,144,3
040407,Bragança,Freixo de Espada à Cinta,União das freguesias de Freixo de Espada à Cinta e Mazouco,3425,141557.0,63531.0,1305.0,794,356,7
040408,Bragança,Freixo de Espada à Cinta,União das freguesias de Lagoaça e Fornos,1035,141557.0,63531.0,1305.0,240,108,2
040502,Bragança,Macedo de Cavaleiros,Amendoeira,4528,141557.0,63531.0,1305.0,1050,471,10
040503,Bragança,Macedo de Cavaleiros,Arcas,3271,141557.0,63531.0,1305.0,758,340,7
040507,Bragança,Macedo de Cavaleiros,Carrapatas,939,141557.0,63531.0,1305.0,218,98,2
040509,Bragança,Macedo de Cavaleiros,Chacim,1315,141557.0,63531.0,1305.0,305,137,3
040510,Bragança,Macedo de Cavaleiros,Cortiços,4774,141557.0,63531.0,1305.0,1107,497,10
040511,Bragança,Macedo de Cavaleiros,Corujas,3037,141557.0,63531.0,1305.0,704,316,6
040514,Bragança,Macedo de Cavaleiros,Ferreira,2864,141557.0,63531.0,1305.0,664,298,6
040515,Bragança,Macedo de Cavaleiros,Grijó,799,141557.0,63531.0,1305.0,185,83,2
040516,Bragança,Macedo de Cavaleiros,Lagoa,4229,141557.0,63531.0,1305.0,980,440,9
040517,Bragança,Macedo de Cavaleiros,Lamalonga,4443,141557.0,63531.0,1305.0,1030,462,9
040518,Bragança,Macedo de Cavaleiros,Lamas,3536,141557.0,63531.0,1305.0,820,368,8
040519,Bragança,Macedo de Cavaleiros,Lombo,2545,141557.0,63531.0,1305.0,590,265,5
040520,Bragança,Macedo de Cavaleiros,Macedo de Cavaleiros,3595,141557.0,63531.0,1305.0,833,374,8
040521,Bragança,Macedo de Cavaleiros,Morais,1949,141557.0,63531.0,1305.0,452,203,4
040523,Bragança,Macedo de Cavaleiros,Olmos,4781,141557.0,63531.0,1305.0,1108,497,10
040524,Bragança,Macedo de Cavaleiros,Peredo,3462,141557.0,63531.0,1305.0,803,360,7
040526,Bragança,Macedo de Cavaleiros,Salselas,3605,141557.0,63531.0,1305.0,836,375,8
040528,Bragança,Macedo de Cavaleiros,Sezulfe,4087,141557.0,63531.0,1305.0,948,425,9
040530,Bragança,Macedo de Cavaleiros,Talhas,4446,141557.0,63531.0,1305.0,1031,463,10
040532,Bragança,Macedo de Cavaleiros,Vale Benfeito,1147,141557.0,63531.0,1305.0,266,119,2
040533,Bragança,Macedo de Cavaleiros,Vale da Porca,712,141557.0,63531.0,1305.0,165,74,2
040534,Bragança,Macedo de Cavaleiros,Vale de Prados,1382,141557.0,63531.0,1305.0,320,144,3
040536,Bragança,Macedo de Cavaleiros,Vilarinho de Agrochão,4936,141557.0,63531.0,1305.0,1144,514,11
040538,Bragança,Macedo de Cavaleiros,Vinhas,4093,141557.0,63531.0,1305.0,949,426,9
040539,Bragança,Macedo de Cavaleiros,União das freguesias de Ala e Vilarinho do Monte,1948,141557.0,63531.0,1305.0,452,203,4
040540,Bragança,Macedo de Cavaleiros,União das freguesias de Bornes e Burga,1195,141557.0,63531.0,1305.0,277,124,3
040541,Bragança,Macedo de Cavaleiros,União das freguesias de Castelãos e Vilar do Monte,1172,141557.0,63531.0,1305.0,272,122,3
040542,Bragança,Macedo de Cavaleiros,"União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco",1955,141557.0,63531.0,1305.0,453,203,4
040543,Bragança,Macedo de Cavaleiros,União das freguesias de Podence e Santa Combinha,3704,141557.0,63531.0,1305.0,859,385,8
040544,Bragança,Macedo de Cavaleiros,União das freguesias de Talhinhas e Bagueixe,2696,141557.0,63531.0,1305.0,625,281,6
040604,Bragança,Miranda do Douro,Duas Igrejas,2998,141557.0,63531.0,1305.0,695,312,6
040605,Bragança,Miranda do Douro,Genísio,1130,141557.0,63531.0,1305.0,262,118,2
040607,Bragança,Miranda do Douro,Malhadas,911,141557.0,63531.0,1305.0,211,95,2
040608,Bragança,Miranda do Douro,Miranda do Douro,4798,141557.0,63531.0,1305.0,1112,499,10
040609,Bragança,Miranda do Douro,Palaçoulo,1244,141557.0,63531.0,1305.0,288,129,3
040611,Bragança,Miranda do Douro,Picote,1525,141557.0,63531.0,1305.0,354,159,3
040612,Bragança,Miranda do Douro,Póvoa,4719,141557.0,63531.0,1305.0,1094,491,10
040613,Bragança,Miranda do Douro,São Martinho de Angueira,758,141557.0,63531.0,1305.0,176,79,2
040616,Bragança,Miranda do Douro,Vila Chã de Braciosa,1928,141557.0,63531.0,1305.0,447,201,4
040618,Bragança,Miranda do Douro,União das freguesias de Constantim e Cicouro,4978,141557.0,63531.0,1305.0,1154,518,11
040619,Bragança,Miranda do Douro,União das freguesias de Ifanes e Paradela,4884,141557.0,63531.0,1305.0,1132,508,10
040620,Bragança,Miranda do Douro,União das freguesias de Sendim e Atenor,741,141557.0,63531.0,1305.0,172,77,2
040621,Bragança,Miranda do Douro,União das freguesias de Silva e Águas Vivas,4999,141557.0,63531.0,1305.0,1159,520,11
040701,Bragança,Mirandela,Abambres,925,141557.0,63531.0,1305.0,214,96,2
040702,Bragança,Mirandela,Abreiro,4521,141557.0,63531.0,1305.0,1048,470,10
040703,Bragança,Mirandela,Aguieiras,3256,141557.0,63531.0,1305.0,755,339,7
040704,Bragança,Mirandela,Alvites,2764,141557.0,63531.0,1305.0,641,288,6
040708,Bragança,Mirandela,Bouça,1364,141557.0,63531.0,1305.0,316,142,3
040709,Bragança,Mirandela,Cabanelas,2597,141557.0,63531.0,1305.0,602,270,6
040710,Bragança,Mirandela,Caravelas,1652,141557.0,63531.0,1305.0,383,172,4
040711,Bragança,Mirandela,Carvalhais,2117,141557.0,63531.0,1305.0,491,220,5
040712,Bragança,Mirandela,Cedães,2603,141557.0,63531.0,1305.0,603,271,6
040713,Bragança,Mirandela,Cobro,4946,141557.0,63531.0,1305.0,1147,515,11
040714,Bragança,Mirandela,Fradizela,1441,141557.0,63531.0,1305.0,334,150,3
040716,Bragança,Mirandela,Frechas,3666,141557.0,63531.0,1305.0,850,381,8
040718,Bragança,Mirandela,Lamas de Orelhão,4152,141557.0,63531.0,1305.0,963,432,9
040720,Bragança,Mirandela,Mascarenhas,2682,141557.0,63531.0,1305.0,622,279,6
040721,Bragança,Mirandela,Mirandela,3281,141557.0,63531.0,1305.0,761,341,7
040722,Bragança,Mirandela,Múrias,4315,141557.0,63531.0,1305.0,1000,449,9
040724,Bragança,Mirandela,Passos,1861,141557.0,63531.0,1305.0,431,194,4
040727,Bragança,Mirandela,São Pedro Velho,2962,141557.0,63531.0,1305.0,687,308,6
040728,Bragança,Mirandela,São Salvador,2018,141557.0,63531.0,1305.0,468,210,4
040729,Bragança,Mirandela,Suçães,3497,141557.0,63531.0,1305.0,811,364,7
040730,Bragança,Mirandela,Torre de Dona Chama,1442,141557.0,63531.0,1305.0,334,150,3
040731,Bragança,Mirandela,Vale de Asnes,3051,141557.0,63531.0,1305.0,707,317,7
040732,Bragança,Mirandela,Vale de Gouvinhas,2500,141557.0,63531.0,1305.0,580,260,5
040733,Bragança,Mirandela,Vale de Salgueiro,3373,141557.0,63531.0,1305.0,782,351,7
040734,Bragança,Mirandela,Vale de Telhas,4501,141557.0,63531.0,1305.0,1044,468,10
040738,Bragança,Mirandela,União das freguesias de Avantos e Romeu,3083,141557.0,63531.0,1305.0,715,321,7
040739,Bragança,Mirandela,"União das freguesias de Avidagos, Navalho e Pereira",4551,141557.0,63531.0,1305.0,1055,474,10
040740,Bragança,Mirandela,"União das freguesias de Barcel, Marmelos e Valverde da Gestosa",1399,141557.0,63531.0,1305.0,324,146,3
040741,Bragança,Mirandela,União das freguesias de Franco e Vila Boa,885,141557.0,63531.0,1305.0,205,92,2
040742,Bragança,Mirandela,União das freguesias de Freixeda e Vila Verde,4005,141557.0,63531.0,1305.0,929,417,9
040801,Bragança,Mogadouro,Azinhoso,2499,141557.0,63531.0,1305.0,579,260,5
040802,Bragança,Mogadouro,Bemposta,1192,141557.0,63531.0,1305.0,276,124,3
040803,Bragança,Mogadouro,Bruçó,3199,141557.0,63531.0,1305.0,742,333,7
040804,Bragança,Mogadouro,Brunhoso,4073,141557.0,63531.0,1305.0,944,424,9
040807,Bragança,Mogadouro,Castelo Branco,2259,141557.0,63531.0,1305.0,524,235,5
040808,Bragança,Mogadouro,Castro Vicente,1898,141557.0,63531.0,1305.0,440,197,4
040809,Bragança,Mogadouro,Meirinhos,4604,141557.0,63531.0,1305.0,1067,479,10
040811,Bragança,Mogadouro,Paradela,1721,141557.0,63531.0,1305.0,399,179,4
040812,Bragança,Mogadouro,Penas Roias,623,141557.0,63531.0,1305.0,144,65,1
040813,Bragança,Mogadouro,Peredo da Bemposta,3204,141557.0,63531.0,1305.0,743,333,7
040815,Bragança,Mogadouro,Saldanha,1923,141557.0,63531.0,1305.0,446,200,4
040817,Bragança,Mogadouro,São Martinho do Peso,1575,141557.0,63531.0,1305.0,365,164,3
040819,Bragança,Mogadouro,Tó,742,141557.0,63531.0,1305.0,172,77,2
040820,Bragança,Mogadouro,Travanca,3624,141557.0,63531.0,1305.0,840,377,8
040821,Bragança,Mogadouro,Urrós,970,141557.0,63531.0,1305.0,225,101,2
040822,Bragança,Mogadouro,Vale da Madre,4206,141557.0,63531.0,1305.0,975,438,9
040826,Bragança,Mogadouro,Vila de Ala,606,141557.0,63531.0,1305.0,140,63,1
040829,Bragança,Mogadouro,"União das freguesias de Brunhozinho, Castanheira e Sanhoane",4247,141557.0,63531.0,1305.0,985,442,9
040830,Bragança,Mogadouro,"União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei",1694,141557.0,63531.0,1305.0,393,176,4
040831,Bragança,Mogadouro,União das freguesias de Remondes e Soutelo,4340,141557.0,63531.0,1305.0,1006,452,9
040832,Bragança,Mogadouro,União das freguesias de Vilarinho dos Galegos e Ventozelo,3380,141557.0,63531.0,1305.0,784,352,7
040901,Bragança,Torre de Moncorvo,Açoreira,4841,141557.0,63531.0,1305.0,1122,504,10
040903,Bragança,Torre de Moncorvo,Cabeça Boa,636,141557.0,63531.0,1305.0,147,66,1
040905,Bragança,Torre de Moncorvo,Carviçais,2248,141557.0,63531.0,1305.0,521,234,5
040906,Bragança,Torre de Moncorvo,Castedo,3043,141557.0,63531.0,1305.0,706,317,7
040909,Bragança,Torre de Moncorvo,Horta da Vilariça,639,141557.0,63531.0,1305.0,148,66,1
040910,Bragança,Torre de Moncorvo,Larinho,2038,141557.0,63531.0,1305.0,473,212,4
040911,Bragança,Torre de Moncorvo,Lousa,2243,141557.0,63531.0,1305.0,520,233,5
040913,Bragança,Torre de Moncorvo,Mós,4407,141557.0,63531.0,1305.0,1022,459,9
040916,Bragança,Torre de Moncorvo,Torre de Moncorvo,3208,141557.0,63531.0,1305.0,744,334,7
040918,Bragança,Torre de Moncorvo,União das freguesias de Adeganha e Cardanha,3737,141557.0,63531.0,1305.0,866,389,8
040919,Bragança,Torre de Moncorvo,União das freguesias de Felgar e Souto da Velha,3390,141557.0,63531.0,1305.0,786,353,7
040920,Bragança,Torre de Moncorvo,União das freguesias de Felgueiras e Maçores,1902,141557.0,63531.0,1305.0,441,198,4
040921,Bragança,Torre de Moncorvo,União das freguesias de Urros e Peredo dos Castelhanos,602,141557.0,63531.0,1305.0,140,63,1
041002,Bragança,Vila Flor,Benlhevai,3185,141557.0,63531.0,1305.0,738,331,7
041005,Bragança,Vila Flor,Freixiel,4744,141557.0,63531.0,1305.0,1100,494,10
041009,Bragança,Vila Flor,Roios,4721,141557.0,63531.0,1305.0,1095,491,10
041010,Bragança,Vila Flor,Samões,1664,141557.0,63531.0,1305.0,386,173,4
041011,Bragança,Vila Flor,Sampaio,2663,141557.0,63531.0,1305.0,617,277,6
041012,Bragança,Vila Flor,Santa Comba de Vilariça,2739,141557.0,63531.0,1305.0,635,285,6
041013,Bragança,Vila Flor,Seixo de Manhoses,1278,141557.0,63531.0,1305.0,296,133,3
041014,Bragança,Vila Flor,Trindade,4709,141557.0,63531.0,1305.0,1092,490,10
041015,Bragança,Vila Flor,Vale Frechoso,2832,141557.0,63531.0,1305.0,657,295,6
041020,Bragança,Vila Flor,União das freguesias de Assares e Lodões,4332,141557.0,63531.0,1305.0,1004,451,9
041021,Bragança,Vila Flor,União das freguesias de Candoso e Carvalho de Egas,1253,141557.0,63531.0,1305.0,291,130,3
041022,Bragança,Vila Flor,União das freguesias de Valtorno e Mourão,3888,141557.0,63531.0,1305.0,901,405,8
041023,Bragança,Vila Flor,União das freguesias de Vila Flor e Nabo,3713,141557.0,63531.0,1305.0,861,386,8
041024,Bragança,Vila Flor,União das freguesias de Vilas Boas e Vilarinho das Azenhas,1640,141557.0,63531.0,1305.0,380,171,4
041103,Bragança,Vimioso,Argozelo,1236,141557.0,63531.0,1305.0,287,129,3
041107,Bragança,Vimioso,Carção,3981,141557.0,63531.0,1305.0,923,414,9
041108,Bragança,Vimioso,Matela,513,141557.0,63531.0,1305.0,119,53,1
041109,Bragança,Vimioso,Pinelo,1602,141557.0,63531.0,1305.0,371,167,3
041110,Bragança,Vimioso,Santulhão,3280,141557.0,63531.0,1305.0,760,341,7
041113,Bragança,Vimioso,Vilar Seco,1510,141557.0,63531.0,1305.0,350,157,3
041114,Bragança,Vimioso,Vimioso,4068,141557.0,63531.0,1305.0,943,423,9
041115,Bragança,Vimioso,"União das freguesias de Algoso, Campo de Víboras e Uva",1961,141557.0,63531.0,1305.0,455,204,4
041116,Bragança,Vimioso,União das freguesias de Caçarelhos e Angueira,3804,141557.0,63531.0,1305.0,882,396,8
041117,Bragança,Vimioso,União das freguesias de Vale de Frades e Avelanoso,4388,141557.0,63531.0,1305.0,1017,457,9
041201,Bragança,Vinhais,Agrochão,4962,141557.0,63531.0,1305.0,1150,516,11
041203,Bragança,Vinhais,Candedo,1986,141557.0,63531.0,1305.0,460,207,4
041204,Bragança,Vinhais,Celas,2808,141557.0,63531.0,1305.0,651,292,6
041206,Bragança,Vinhais,Edral,3807,141557.0,63531.0,1305.0,883,396,8
041207,Bragança,Vinhais,Edrosa,4190,141557.0,63531.0,1305.0,971,436,9
041208,Bragança,Vinhais,Ervedosa,4947,141557.0,63531.0,1305.0,1147,515,11
041215,Bragança,Vinhais,Paçó,1768,141557.0,63531.0,1305.0,410,184,4
041216,Bragança,Vinhais,Penhas Juntas,3600,141557.0,63531.0,1305.0,835,375,8
041219,Bragança,Vinhais,Rebordelo,915,141557.0,63531.0,1305.0,212,95,2
041221,Bragança,Vinhais,Santalha,2537,141557.0,63531.0,1305.0,588,264,5
041226,Bragança,Vinhais,Tuizelo,2156,141557.0,63531.0,1305.0,500,224,5
041227,Bragança,Vinhais,Vale das Fontes,2386,141557.0,63531.0,1305.0,553,248,5
041229,Bragança,Vinhais,Vila Boa de Ousilhão,4737,141557.0,63531.0,1305.0,1098,493,10
041230,Bragança,Vinhais,Vila Verde,2116,141557.0,63531.0,1305.0,491,220,5
041232,Bragança,Vinhais,Vilar de Ossos,3794,141557.0,63531.0,1305.0,880,395,8
041233,Bragança,Vinhais,Vilar de Peregrinos,3459,141557.0,63531.0,1305.0,802,360,7
041234,Bragança,Vinhais,Vilar Seco de Lomba,1644,141557.0,63531.0,1305.0,381,171,4
041235,Bragança,Vinhais,Vinhais,4266,141557.0,63531.0,1305.0,989,444,9
041236,Bragança,Vinhais,União das freguesias de Curopos e Vale de Janeiro,772,141557.0,63531.0,1305.0,179,80,2
041237,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,1307,141557.0,63531.0,1305.0,303,136,3
041238,Bragança,Vinhais,União das freguesias de Nunes e Ousilhão,1383,141557.0,63531.0,1305.0,321,144,3
041239,Bragança,Vinhais,União das freguesias de Quirás e Pinheiro Novo,4852,141557.0,63531.0,1305.0,1125,505,10
041240,Bragança,Vinhais,União das freguesias de Sobreiro de Baixo e Alvaredos,3471,141557.0,63531.0,1305.0,805,361,7
041241,Bragança,Vinhais,"União das freguesias de Soeira, Fresulfe e Mofreita",4156,141557.0,63531.0,1305.0,964,432,9
041242,Bragança,Vinhais,União das freguesias de Travanca e Santa Cruz,2773,141557.0,63531.0,1305.0,643,289,6
041243,Bragança,Vinhais,União das freguesias de Vilar de Lomba e São Jomil,4942,141557.0,63531.0,1305.0,1146,514,11
050102,Castelo Branco,Belmonte,Caria,4557,170075.0,93695.0,2250.0,2359,1300,31
050104,Castelo Branco,Belmonte,Inguias,4108,170075.0,93695.0,2250.0,2127,1172,28
050105,Castelo Branco,Belmonte,Maçainhas,1211,170075.0,93695.0,2250.0,627,345,8
050106,Castelo Branco,Belmonte,União das freguesias de Belmonte e Colmeal da Torre,2390,170075.0,93695.0,2250.0,1237,682,16
050201,Castelo Branco,Castelo Branco,Alcains,2816,170075.0,93695.0,2250.0,1458,803,19
050202,Castelo Branco,Castelo Branco,Almaceda,1486,170075.0,93695.0,2250.0,769,424,10
050203,Castelo Branco,Castelo Branco,Benquerenças,2114,170075.0,93695.0,2250.0,1095,603,14
050205,Castelo Branco,Castelo Branco,Castelo Branco,4782,170075.0,93695.0,2250.0,2476,1364,33
050211,Castelo Branco,Castelo Branco,Lardosa,3109,170075.0,93695.0,2250.0,1610,887,21
050212,Castelo Branco,Castelo Branco,Louriçal do Campo,4416,170075.0,93695.0,2250.0,2286,1260,30
050214,Castelo Branco,Castelo Branco,Malpica do Tejo,4421,170075.0,93695.0,2250.0,2289,1261,30
050216,Castelo Branco,Castelo Branco,Monforte da Beira,3982,170075.0,93695.0,2250.0,2062,1136,27
050220,Castelo Branco,Castelo Branco,Salgueiro do Campo,2327,170075.0,93695.0,2250.0,1205,664,16
050221,Castelo Branco,Castelo Branco,Santo André das Tojeiras,1837,170075.0,93695.0,2250.0,951,524,13
050222,Castelo Branco,Castelo Branco,São Vicente da Beira,2642,170075.0,93695.0,2250.0,1368,754,18
050223,Castelo Branco,Castelo Branco,Sarzedas,4041,170075.0,93695.0,2250.0,2092,1153,28
050225,Castelo Branco,Castelo Branco,Tinalhas,2085,170075.0,93695.0,2250.0,1080,595,14
050226,Castelo Branco,Castelo Branco,União das freguesias de Cebolais de Cima e Retaxo,4199,170075.0,93695.0,2250.0,2174,1198,29
050227,Castelo Branco,Castelo Branco,União das freguesias de Escalos de Baixo e Mata,4197,170075.0,93695.0,2250.0,2173,1197,29
050228,Castelo Branco,Castelo Branco,União das freguesias de Escalos de Cima e Lousa,2953,170075.0,93695.0,2250.0,1529,842,20
050229,Castelo Branco,Castelo Branco,União das freguesias de Freixial e Juncal do Campo,4219,170075.0,93695.0,2250.0,2184,1203,29
050230,Castelo Branco,Castelo Branco,União das freguesias de Ninho do Açor e Sobral do Campo,1199,170075.0,93695.0,2250.0,621,342,8
050231,Castelo Branco,Castelo Branco,União das freguesias de Póvoa de Rio de Moinhos e Cafede,2851,170075.0,93695.0,2250.0,1476,813,20
050302,Castelo Branco,Covilhã,Aldeia de São Francisco de Assis,4188,170075.0,93695.0,2250.0,2168,1195,29
050305,Castelo Branco,Covilhã,Boidobra,4840,170075.0,93695.0,2250.0,2506,1381,33
050308,Castelo Branco,Covilhã,Cortes do Meio,1882,170075.0,93695.0,2250.0,974,537,13
050309,Castelo Branco,Covilhã,Dominguizo,564,170075.0,93695.0,2250.0,292,161,4
050310,Castelo Branco,Covilhã,Erada,1208,170075.0,93695.0,2250.0,625,345,8
050311,Castelo Branco,Covilhã,Ferro,1560,170075.0,93695.0,2250.0,808,445,11
050312,Castelo Branco,Covilhã,Orjais,4608,170075.0,93695.0,2250.0,2386,1314,32
050314,Castelo Branco,Covilhã,Paul,3757,170075.0,93695.0,2250.0,1945,1072,26
050315,Castelo Branco,Covilhã,Peraboa,713,170075.0,93695.0,2250.0,369,203,5
050318,Castelo Branco,Covilhã,São Jorge da Beira,777,170075.0,93695.0,2250.0,402,222,5
050322,Castelo Branco,Covilhã,Sobral de São Miguel,3693,170075.0,93695.0,2250.0,1912,1053,25
050324,Castelo Branco,Covilhã,Tortosendo,4155,170075.0,93695.0,2250.0,2151,1185,28
050325,Castelo Branco,Covilhã,Unhais da Serra,1200,170075.0,93695.0,2250.0,621,342,8
050327,Castelo Branco,Covilhã,Verdelhos,968,170075.0,93695.0,2250.0,501,276,7
050332,Castelo Branco,Covilhã,União das freguesias de Barco e Coutada,3778,170075.0,93695.0,2250.0,1956,1078,26
050333,Castelo Branco,Covilhã,União das freguesias de Cantar-Galo e Vila do Carvalho,859,170075.0,93695.0,2250.0,445,245,6
050334,Castelo Branco,Covilhã,União das freguesias de Casegas e Ourondo,1068,170075.0,93695.0,2250.0,553,305,7
050335,Castelo Branco,Covilhã,União das freguesias de Covilhã e Canhoso,1375,170075.0,93695.0,2250.0,712,392,9
050336,Castelo Branco,Covilhã,União das freguesias de Peso e Vales do Rio,1044,170075.0,93695.0,2250.0,541,298,7
050337,Castelo Branco,Covilhã,União das freguesias de Teixoso e Sarzedo,3513,170075.0,93695.0,2250.0,1819,1002,24
050338,Castelo Branco,Covilhã,União das freguesias de Vale Formoso e Aldeia do Souto,3583,170075.0,93695.0,2250.0,1855,1022,25
050401,Castelo Branco,Fundão,Alcaide,2760,170075.0,93695.0,2250.0,1429,787,19
050402,Castelo Branco,Fundão,Alcaria,3566,170075.0,93695.0,2250.0,1846,1017,24
050403,Castelo Branco,Fundão,Alcongosta,4142,170075.0,93695.0,2250.0,2145,1181,28
050406,Castelo Branco,Fundão,Alpedrinha,4912,170075.0,93695.0,2250.0,2543,1401,34
050408,Castelo Branco,Fundão,Barroca,518,170075.0,93695.0,2250.0,268,148,4
050410,Castelo Branco,Fundão,Bogas de Cima,1640,170075.0,93695.0,2250.0,849,468,11
050411,Castelo Branco,Fundão,Capinha,1858,170075.0,93695.0,2250.0,962,530,13
050412,Castelo Branco,Fundão,Castelejo,2425,170075.0,93695.0,2250.0,1256,692,17
050413,Castelo Branco,Fundão,Castelo Novo,3353,170075.0,93695.0,2250.0,1736,956,23
050416,Castelo Branco,Fundão,Fatela,4785,170075.0,93695.0,2250.0,2477,1365,33
050419,Castelo Branco,Fundão,Lavacolhos,4954,170075.0,93695.0,2250.0,2565,1413,34
050420,Castelo Branco,Fundão,Orca,2357,170075.0,93695.0,2250.0,1220,672,16
050421,Castelo Branco,Fundão,Pêro Viseu,3527,170075.0,93695.0,2250.0,1826,1006,24
050424,Castelo Branco,Fundão,Silvares,4572,170075.0,93695.0,2250.0,2367,1304,31
050425,Castelo Branco,Fundão,Soalheira,1209,170075.0,93695.0,2250.0,626,345,8
050426,Castelo Branco,Fundão,Souto da Casa,2395,170075.0,93695.0,2250.0,1240,683,16
050427,Castelo Branco,Fundão,Telhado,1169,170075.0,93695.0,2250.0,605,333,8
050431,Castelo Branco,Fundão,Enxames,4313,170075.0,93695.0,2250.0,2233,1230,30
050432,Castelo Branco,Fundão,Três Povos,3223,170075.0,93695.0,2250.0,1669,919,22
050433,Castelo Branco,Fundão,União das freguesias de Janeiro de Cima e Bogas de Baixo,2015,170075.0,93695.0,2250.0,1043,575,14
050434,Castelo Branco,Fundão,"União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo",3538,170075.0,93695.0,2250.0,1832,1009,24
050435,Castelo Branco,Fundão,União das freguesias de Póvoa de Atalaia e Atalaia do Campo,4412,170075.0,93695.0,2250.0,2284,1258,30
050436,Castelo Branco,Fundão,União das freguesias de Vale de Prazeres e Mata da Rainha,4102,170075.0,93695.0,2250.0,2124,1170,28
050502,Castelo Branco,Idanha-a-Nova,Aldeia de Santa Margarida,1640,170075.0,93695.0,2250.0,849,468,11
050505,Castelo Branco,Idanha-a-Nova,Ladoeiro,1169,170075.0,93695.0,2250.0,605,333,8
050506,Castelo Branco,Idanha-a-Nova,Medelim,3228,170075.0,93695.0,2250.0,1671,921,22
050509,Castelo Branco,Idanha-a-Nova,Oledo,1056,170075.0,93695.0,2250.0,547,301,7
050510,Castelo Branco,Idanha-a-Nova,Penha Garcia,1763,170075.0,93695.0,2250.0,913,503,12
050511,Castelo Branco,Idanha-a-Nova,Proença-a-Velha,2080,170075.0,93695.0,2250.0,1077,593,14
050512,Castelo Branco,Idanha-a-Nova,Rosmaninhal,2197,170075.0,93695.0,2250.0,1138,627,15
050514,Castelo Branco,Idanha-a-Nova,São Miguel de Acha,1226,170075.0,93695.0,2250.0,635,350,8
050516,Castelo Branco,Idanha-a-Nova,Toulões,1994,170075.0,93695.0,2250.0,1032,569,14
050518,Castelo Branco,Idanha-a-Nova,União das freguesias de Idanha-a-Nova e Alcafozes,4419,170075.0,93695.0,2250.0,2288,1260,30
050519,Castelo Branco,Idanha-a-Nova,União das freguesias de Monfortinho e Salvaterra do Extremo,1541,170075.0,93695.0,2250.0,798,440,11
050520,Castelo Branco,Idanha-a-Nova,União das freguesias de Monsanto e Idanha-a-Velha,2160,170075.0,93695.0,2250.0,1118,616,15
050521,Castelo Branco,Idanha-a-Nova,União das freguesias de Zebreira e Segura,2121,170075.0,93695.0,2250.0,1098,605,15
050601,Castelo Branco,Oleiros,Álvaro,4125,170075.0,93695.0,2250.0,2136,1177,28
050603,Castelo Branco,Oleiros,Cambas,1141,170075.0,93695.0,2250.0,591,325,8
050605,Castelo Branco,Oleiros,Isna,2577,170075.0,93695.0,2250.0,1334,735,18
050606,Castelo Branco,Oleiros,Madeirã,2051,170075.0,93695.0,2250.0,1062,585,14
050607,Castelo Branco,Oleiros,Mosteiro,3777,170075.0,93695.0,2250.0,1956,1077,26
050609,Castelo Branco,Oleiros,Orvalho,4628,170075.0,93695.0,2250.0,2396,1320,32
050610,Castelo Branco,Oleiros,Sarnadas de São Simão,1149,170075.0,93695.0,2250.0,595,328,8
050611,Castelo Branco,Oleiros,Sobral,4006,170075.0,93695.0,2250.0,2074,1143,27
050613,Castelo Branco,Oleiros,Estreito-Vilar Barroco,2748,170075.0,93695.0,2250.0,1423,784,19
050614,Castelo Branco,Oleiros,Oleiros-Amieira,1922,170075.0,93695.0,2250.0,995,548,13
050704,Castelo Branco,Penamacor,Aranhas,2008,170075.0,93695.0,2250.0,1040,573,14
050706,Castelo Branco,Penamacor,Benquerença,4511,170075.0,93695.0,2250.0,2336,1287,31
050707,Castelo Branco,Penamacor,Meimão,1505,170075.0,93695.0,2250.0,779,429,10
050708,Castelo Branco,Penamacor,Meimoa,3156,170075.0,93695.0,2250.0,1634,900,22
050710,Castelo Branco,Penamacor,Penamacor,2129,170075.0,93695.0,2250.0,1102,607,15
050711,Castelo Branco,Penamacor,Salvador,4315,170075.0,93695.0,2250.0,2234,1231,30
050712,Castelo Branco,Penamacor,Vale da Senhora da Póvoa,2958,170075.0,93695.0,2250.0,1532,844,20
050713,Castelo Branco,Penamacor,"União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires",1783,170075.0,93695.0,2250.0,923,509,12
050714,Castelo Branco,Penamacor,União das freguesias de Pedrógão de São Pedro e Bemposta,2286,170075.0,93695.0,2250.0,1184,652,16
050802,Castelo Branco,Proença-a-Nova,Montes da Senhora,1965,170075.0,93695.0,2250.0,1017,560,13
050805,Castelo Branco,Proença-a-Nova,São Pedro do Esteval,2724,170075.0,93695.0,2250.0,1410,777,19
050807,Castelo Branco,Proença-a-Nova,União das freguesias de Proença-a-Nova e Peral,1581,170075.0,93695.0,2250.0,819,451,11
050808,Castelo Branco,Proença-a-Nova,União das freguesias de Sobreira Formosa e Alvito da Beira,2185,170075.0,93695.0,2250.0,1131,623,15
050901,Castelo Branco,Sertã,Cabeçudo,3554,170075.0,93695.0,2250.0,1840,1014,24
050902,Castelo Branco,Sertã,Carvalhal,4794,170075.0,93695.0,2250.0,2482,1367,33
